,Patient.1_CL.1,Patient.1_SC.1,Patient.10_CL.1,Patient.10_CL.2,Patient.10_SC.1,Patient.2_SC.1,Patient.3_CL.1,Patient.3_SC.1,Patient.4_CL.1,Patient.4_CL.2,Patient.4_CL.3,Patient.4_SC.1,Patient.4_SC.1.1,Patient.5_SC.1,Patient.7_CL.1,Patient.7_SC.1,Patient.7_SC.2,Patient.8_CL.1,Patient.8_CL.2,Patient.8_SC.1,Patient.8_SC.2,Patient.8_SC.3,Patient.9_CL.1,Patient.9_SC.1
ZNF623,0,0,0,0,79,0,0,0,0,0,1613,0,0,0,0,0,0,4,399,0,3,3,0,0
S100A2,0,0,3,392,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
OSBP2,3,0,0,0,14,22,0,168,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
PFKM,0,0,347,777,38,0,0,0,369,136,0,2,0,0,1,4574,3,1,697,1,2,0,0,1
TXK,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,430,0,0,0,0,0,0,0,4
FAM220A,0,0,0,0,247,0,107,1,1,0,1088,0,0,0,0,0,0,0,0,0,0,0,0,0
SEMA7A,67,1,0,0,0,1,0,2,0,0,0,0,0,0,0,174,22,0,0,0,0,0,0,11
BEGAIN,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,101
JAK1,1295,5,3,0,82,2,5,221,1,75,446,2,638,0,2,761,1,0,204,4332,0,1,2,0
GRK4,0,0,0,1,0,0,0,0,81,0,0,1,1,29,1,0,0,0,0,0,0,0,0,163
TCEA2,2925,21,0,251,62,0,754,3,78,1462,0,0,338,0,0,0,1,164,5239,0,15,32,0,101
EBP,0,0,394,870,161,1,4360,130,9,1,163,1,3,0,0,0,0,3,1381,38,16538,33,0,0
RHOH,0,0,0,0,0,0,6,354,311,0,320,6,23,0,1,0,0,0,3,0,0,0,0,0
ITGA9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0
MMS19,6043,33,16,94,420,0,1007,5,138,1,0,2,0,0,0,0,0,4,649,4,7,47,0,0
FAM109B,0,0,0,0,13,0,10,246,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
ARPC1B,3854,24,22,121,227,258,7,10,68,1387,698,0,0,0,0,1584,2,4474,940,6,709,3601,0,326
SMG1,0,0,6,0,524,2,1719,19,216,378,177,4,128,15105,4,50,14201,47,164,0,19,2,5,1
FES,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83,1,0,0,0,1,1726,7,1
HIF1AN,0,0,189,1742,28,0,22,19,1246,0,1,6,3,1,723,47,1,1943,58,0,0,0,0,0
CACNA2D3,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,1
RAB30,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0
FAM206A,754,2,124,0,1,0,0,1,0,0,0,0,78,0,0,0,1,0,10,0,0,0,0,0
LUZP1,0,0,0,0,0,0,156,100,501,0,0,4,0,0,0,1,0,0,2,0,0,1,0,0
FBXO42,1,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,539,0,0,0,0
CLIP3,0,0,0,0,0,0,0,0,1072,0,149,3,508,0,0,0,0,0,0,0,0,0,2,0
ZNF446,0,0,260,0,0,0,0,0,0,427,0,0,0,0,0,0,0,0,133,0,0,0,0,0
BSG,1750,2350,411,2636,730,4669,481,6259,1648,4963,3535,8,10486,71,0,4,1,2688,5608,19,7404,8715,66,2
DPY30,0,0,0,408,417,0,5,0,162,0,168,1,1,1,0,0,0,11565,761,0,1,0,0,0
SLC35A2,0,2,892,4,311,0,353,8,0,0,0,0,0,0,0,0,0,2452,9,0,0,0,0,0
LRRC10B,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUP155,0,0,0,1,206,0,0,0,390,0,747,2,0,0,0,0,0,0,435,0,1,1,0,0
COX19,0,0,1,5,3,0,7,6,0,2,0,0,0,0,0,4,0,54,439,0,0,0,151,620
NEK1,0,0,0,0,7,0,0,0,2,1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOT2,0,0,2,0,145,0,47,1327,3,175,10,0,1057,472,0,0,1,5,936,3,0,2,3,61
YEATS4,0,0,374,586,0,0,2,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPTL4,0,0,0,0,5,0,34,0,0,0,0,0,0,0,35,0,0,379,0,0,0,0,0,0
C1orf122,0,0,257,0,3,0,311,129,0,22,1,0,16,0,0,0,0,1559,1084,0,0,1,0,0
SLC25A4,0,0,383,0,464,0,852,633,1215,276,156,2,1,0,0,0,1,1,281,0,1,0,0,1
MUTED,0,0,2,449,3,0,0,0,277,0,1,1,1,0,0,0,0,0,3,0,0,0,167,0
SPG21,0,2,2,0,821,0,8,729,21,6,3,1,172,619,2,1,2,4,1113,0,4,2,2,4291
PPP6C,0,0,519,167,443,0,8,0,48,7,66,0,0,0,0,728,0,1,366,1,1,43,0,390
WDR35,0,0,0,0,213,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASXL1,0,0,298,472,166,0,17,3,236,432,0,0,924,0,0,916,0,0,38,1,0,0,3,394
RCCD1,0,0,0,0,67,0,0,0,387,0,0,0,1,0,0,0,0,3,1099,0,0,1,0,0
FSTL3,0,0,19,0,22,0,0,0,0,0,0,0,0,0,0,0,0,2,656,5,2863,0,0,0
ST3GAL6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,295,0,0,0,0,0,0,0,7
TUB,0,0,0,0,0,0,0,0,0,0,1193,0,0,0,0,0,0,0,0,0,0,0,0,0
DPY19L3,0,0,2,0,2,0,0,0,79,0,0,0,0,1,1,554,0,0,1,0,2,0,0,0
SLMO2,0,0,369,446,268,1,837,35,588,4,66,2,0,0,0,0,0,7895,2327,13,6607,8894,0,0
GEMIN7,0,0,38,16,74,0,0,0,0,0,0,0,0,0,0,0,0,8399,39,0,0,1,0,0
ABLIM3,0,1,318,1,0,2,6,0,0,144,0,0,0,0,7,193,1476,0,6,13,0,0,0,3
PRKCD,0,0,1,64,25,0,1,0,0,0,0,0,0,0,4,331,0,0,0,8,0,0,0,19
THUMPD2,0,0,0,0,319,0,597,1,0,0,0,0,267,0,0,1,0,22044,270,3,1,1,1,0
ASPSCR1,0,0,0,0,1,0,0,0,0,27,0,0,0,0,4,0,0,0,58,0,2752,0,0,0
MKI67,0,0,6,1078,167,0,0,0,0,0,0,2,1249,0,0,0,0,5,1669,0,0,1601,5,1
PLEKHM3,0,0,0,0,17,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
ZBTB10,0,0,337,0,5,0,434,97,0,0,0,0,1,0,0,0,0,0,0,2,5,0,0,0
STIL,0,0,0,0,55,0,0,118,0,0,0,0,0,0,0,0,0,1,77,0,0,1,0,0
AIM1,7,1,1275,1492,3,0,813,4,0,0,0,0,0,0,0,0,0,0,0,0,1,62,0,0
TTLL12,0,0,239,0,42,0,119,0,0,0,0,0,4,0,0,0,0,11,685,10,5148,0,0,0
PLTP,1119,12,0,231,59,1,1736,82,460,2,581,2,111,2,19,2812,831,3,1951,3205,2005,0,53,2754
INO80D,0,1,0,0,127,0,0,0,0,0,0,0,0,0,0,90,0,1907,53,1,0,0,0,0
DIRAS1,0,0,0,0,0,0,12,0,265,0,55,1,0,0,0,280,0,2,539,0,2,0,0,0
LTB4R,0,0,0,18,65,0,0,0,0,1992,0,0,0,0,0,0,0,0,9,0,0,0,0,0
MFN2,0,0,4,813,318,1,0,619,321,0,38,2,737,0,0,1,1,6485,538,0,1,224,31,2376
SYBU,0,0,498,773,357,0,0,0,70,1,266,0,756,0,0,0,0,3006,193,0,0,0,3,0
PPCDC,0,0,3,458,30,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,754,0,0
TIMM8A,0,0,2,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
LINC00263,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,536,0,0,942,0,0
MAPKAP1,0,0,732,147,254,0,510,41,251,0,135,0,0,0,0,0,0,0,7,0,0,0,0,0
KDM6B,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,47,0,0,1,0,0,0,0,52
GNA14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3189,0,2,0,0,0,0
ALCAM,0,1,196,146,1096,0,319,18,101,793,1,3980,342,1,0,0,0,6,452,153,0,0,5,0
TRAPPC3,215,1,37,0,3,0,7,0,865,0,0,4,55,1,0,0,0,5,402,97,3,37,0,3692
EI24,0,0,27,856,348,0,458,8,784,8,104,43929,106,2,0,0,1,234,3463,41,8297,387,9,4
PRKAG2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,128,0,0,7,0,0,0,4
GPC4,1,0,0,0,168,0,0,0,576,0,0,0,1,0,0,0,0,0,466,0,0,0,0,0
CDK5RAP1,3955,17,35,25,60,0,659,0,1864,0,0,4,43,0,0,1,0,1,295,2,3,1,0,0
LOC100131434,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAT,911,7,42,46,913,717,6,152,98,3,118,0,731,0,0,0,0,0,13,1,0,1,5,0
SPIRE1,1,0,0,0,1,0,168,76,0,0,4,0,114,0,0,0,1,0,108,0,2,1,2,1426
COQ7,0,0,125,0,3,0,616,88,0,468,0,0,1,0,0,0,1,0,601,0,0,4,0,0
VPS37A,0,0,141,139,113,0,1,0,108,0,0,0,0,0,1,0,0,0,52,0,0,0,0,419
IGFBP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1202,298,0,0,0,0,0
MRPS26,0,0,50,1191,48,0,7,1020,719,975,519,3,50,0,0,0,0,5678,1068,21,8945,2,1,0
TCEAL3,0,0,9,10,97,0,42,0,1,24,11,0,2,0,0,0,0,0,143,0,0,0,0,1694
TTC39B,0,0,0,41,0,1,2,0,0,0,0,1,0,0,1,745,1,0,0,0,0,0,0,0
CBWD6,662,1,0,1,12,0,0,1,1,0,107,0,0,0,0,0,0,0,20,0,0,0,0,0
MTM1,0,0,256,156,0,1,1,5,155,0,0,0,0,0,0,333,0,0,0,0,0,0,10,0
ATP6AP1,1248,6818,935,0,489,1,3416,30,1179,2420,1054,9,74,1,0,1,0,7842,4958,15,8990,5950,2,22
UBE4B,0,4,0,0,0,0,0,38,43,0,0,0,2084,3,0,1,0,3,185,1028,1,0,10,0
CLVS1,0,0,0,0,0,0,1844,6,0,5,0,0,0,0,0,0,0,0,95,0,0,0,0,0
FAM199X,0,0,0,0,133,0,38,1,0,0,0,1,132,1,0,0,0,1,0,3,4,1,4,3972
STRN4,5,0,327,122,55,1,11,483,209,49,14,1,5,98,0,700,764,795,832,1710,1,0,0,2012
SAMM50,0,0,0,0,183,0,48,7,1353,0,1524,7,1,0,0,0,0,3,1069,10,5363,0,0,1
SH3PXD2A,0,5,19,0,154,0,1,109,10,1004,0,0,0,0,0,219,1,3,437,0,0,0,0,0
CACTIN,0,0,0,0,15,0,0,50,0,2,4,0,16,0,96,4,0,0,13,0,0,5,29,149
MED13,0,3,1031,0,159,0,742,1,475,11,0,2,94,1,0,2886,781,1999,533,1019,1,1756,1,466
RPF2,125,0,0,0,212,0,1060,4,141,0,1,0,0,0,0,0,0,0,137,0,1,12,0,0
LOC152217,27,0,0,3,1,0,0,0,1,0,525,0,0,0,0,0,166,0,511,0,0,6,0,2
FAM18B1,0,0,0,1,67,0,0,0,0,0,83,0,8,0,0,186,0,0,9,0,0,0,0,35
MKL2,0,0,0,0,141,0,0,0,804,264,0,3,186,0,0,0,0,4172,8,0,1,3,0,0
RFC2,0,0,0,0,498,1,0,9,0,0,1,0,85,0,0,0,39,0,271,307,0,2,0,0
RRNAD1,0,0,0,69,47,0,177,529,0,250,0,0,0,0,0,0,0,712,43,0,0,25,0,0
BORA,0,0,0,0,2,0,0,0,0,0,0,0,55,0,0,0,0,0,1,0,4,3771,0,0
ASB1,0,1,647,0,64,0,3,1,566,1608,0,0,0,0,0,0,0,4,718,0,0,0,0,0
ZNF613,0,0,1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TPPP3,0,0,0,0,0,0,1154,10,0,2595,0,0,383,0,0,0,0,2,266,1,0,13,4,0
DLG4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
GEM,0,0,0,0,0,0,1421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INPPL1,0,0,0,0,0,0,1,5,3,0,0,0,11,0,0,330,60,0,72,0,0,1,0,9
ATG4C,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,41,0,0,1,0,0
CPSF4L,0,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,162
SMC1A,4795,28,0,0,533,3,6,4,152,3,0,0,0,0,6,2,3,1,57,0,4,1,0,0
ZNF718,0,0,0,0,0,0,0,0,3,0,0,3,0,24,0,3,110,0,0,0,0,0,0,0
PAIP1,0,0,0,0,245,0,82,0,109,1007,0,0,25,0,0,623,0,16,42,2,0,0,0,0
C1orf55,0,0,0,2,22,0,9,0,0,0,86,0,249,94,1,117,111,214,0,2211,0,0,2,30
SDCCAG3,0,0,61,0,0,0,14,0,203,0,276,0,0,0,0,0,0,7709,232,1,51,3300,0,0
SNORA70,0,1,71,0,238,0,1314,13,603,20,1,2,0,2053,0,0,0,2701,733,4,3,2,0,0
PDCD2,0,0,717,0,122,0,56,0,1285,114,2166,8,0,0,0,0,0,0,21,1,7,3722,0,0
TTK,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,69,1,2,6097,0,0
CBY1,0,0,0,0,156,0,1,127,0,89,0,0,13,0,0,0,0,0,142,0,0,0,0,0
MEF2BNB,0,0,0,6,12,0,13,0,1,1033,0,0,0,0,1,0,0,0,8,2,0,5689,0,102
CCNA2,0,0,0,0,215,252,3,8,0,3,2,0,511,0,0,0,0,0,74,1,0,1131,0,0
XPO5,0,0,6,832,225,0,0,0,672,2057,0,5,1,0,0,1,0,1,347,2,2,9013,0,1
MCM3,16,0,0,1,583,0,0,0,0,1,0,0,0,0,0,0,0,2,442,0,2,1,0,0
KIAA0141,0,0,0,0,227,0,1,86,815,0,0,4,2,0,0,0,3,1,387,0,0,1,0,0
NPHP4,0,0,0,0,0,0,0,0,0,0,0,0,675,0,0,0,0,2297,13,0,1,1,2,0
ANKH,0,0,0,0,42,0,247,136,0,229,230,0,1200,0,0,0,0,0,5,0,0,0,3,0
PHF8,0,0,0,0,41,0,0,0,0,0,0,1,0,0,0,0,0,1,210,0,21,0,1,390
CCDC17,0,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,0,2924,0,0,0,0,0,0
MFRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425,0,0
LMBR1,0,0,0,0,0,0,1,437,0,128,187,0,0,0,2,0,0,1,337,9,0,0,1,0
TAF1B,20,0,0,38,0,0,0,0,53,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTC37,0,0,1,0,1285,0,1,0,0,740,44,0,0,0,0,1,1,2,0,0,0,0,0,0
KIAA0664L3,0,0,0,0,2,0,0,0,1,1417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA1609,2905,24,0,0,22,0,0,1,78,0,0,0,108,8,2,0,3,7,252,0,0,0,0,0
ZMAT3,1753,9,105,253,1,710,281,1,0,0,0,2,0,29,2,0,2,533,311,1,0,2,0,595
NMNAT3,0,0,0,0,729,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
HIST4H4,0,0,0,0,0,0,0,0,0,0,0,1,0,77,0,0,0,0,0,0,0,0,0,0
RELB,604,4,2,260,2,0,8,0,0,0,0,0,302,0,0,0,0,0,34,0,0,0,1,0
DPH2,0,0,0,0,602,0,64,0,128,0,33,0,211,0,0,0,0,6050,272,0,2,1,0,0
LAMP1,19,0,2,6,275,0,27,6,4,0,12,0,0,0,0,1,0,0,5,0,0,0,0,1765
CENPP,0,0,3,219,1,0,3,0,23,1619,0,0,0,0,0,0,0,0,219,0,1,1203,0,0
NOSTRIN,0,0,0,0,495,0,0,0,151,0,0,1,719,0,0,0,0,0,0,0,0,0,2,0
ADNP,0,0,2,144,270,1,644,2,126,1,0,4,1292,0,0,0,0,197,614,8461,10199,189,5,0
HDHD1,0,0,0,0,180,0,0,0,913,0,0,2,3,0,0,0,0,0,217,0,0,0,0,0
LURAP1L,239,2,1,90,38,1,32,0,0,0,0,0,0,0,0,0,0,417,0,0,0,0,0,183
POU2F3,0,1,0,1,165,0,0,0,0,1,1914,0,1,0,0,0,0,2,0,0,0,0,0,0
KBTBD4,6745,35,387,0,55,0,328,29,403,396,1602,1,0,0,0,1,1,2,561,2,0,0,0,34
PCED1B,17,0,0,0,0,0,1,8,0,165,0,0,172,1,0,71,0,0,1,0,0,0,0,144
ACVR2B,0,0,0,0,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,112
C4orf32,0,0,0,0,28,0,18,0,0,11,0,0,0,0,0,571,0,104,7,0,0,1,0,0
HEXDC,365,3,0,0,1,11,16,0,0,0,0,0,0,0,0,0,0,13,652,0,1,102,0,0
ANGEL1,0,0,0,0,0,0,0,0,0,0,1019,0,0,0,0,0,0,0,267,1,0,0,0,0
PRAME,0,0,0,0,0,0,0,3,1296,903,0,2,2,0,0,0,0,0,1,0,0,0,0,2
PLD2,56,0,3,338,110,0,813,1,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0
RASA2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,116
C1orf106,0,0,897,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSNK1E,0,0,357,0,6,0,126,385,688,2,171,0,102,0,0,0,116,1,89,0,0,0,0,51
ORAI1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,153,0,2,237,0,0,1,0,3
TBRG4,0,3,51,294,46,0,1,0,172,1,50,2,4,13942,0,0,0,2,784,0,0,33,1,1
MRPS27,0,0,165,0,142,0,50,0,408,0,0,0,0,0,0,0,0,1,804,0,0,1,0,0
NTN4,0,0,77,2206,1,0,13,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
NUP54,0,0,0,0,25,0,588,2,0,0,15,0,0,0,0,0,0,0,2,4,0,0,0,247
TMEM9B,0,0,195,0,134,0,689,24,166,0,2,0,19,0,0,0,0,1,863,16,5801,0,0,0
ZNF487P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2035,0,0,0,0,0,0
PLOD1,1,0,587,0,542,0,153,0,640,0,1,3,188,0,0,0,0,6,2850,8,1865,4252,0,0
ANXA9,0,0,85,828,0,0,0,0,617,406,0,1,0,0,0,0,0,0,2,0,0,0,1,0
RAB3B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,646,11,780,6539,4,7
SLC23A2,1,2,4,0,49,1,2,2,1,1477,1418,1,0,1,2,1,104,0,180,4825,0,0,0,2398
PMS2CL,0,0,0,0,1,0,0,0,1,0,0,0,126,0,29,0,0,0,1,0,0,0,0,0
PTER,0,0,616,0,0,0,0,0,222,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP16,5053,27,710,134,332,0,533,475,18,76,0,2,522,0,1,0,0,1,158,1,0,1,2,0
ZSCAN12P1,0,2,0,0,0,0,2374,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KCNK3,0,0,0,0,0,0,0,0,0,0,1177,0,0,0,0,0,0,0,0,0,1,0,0,0
DHFRL1,0,0,0,2,227,0,0,0,0,0,916,0,0,1,0,0,0,0,0,0,0,0,0,0
SYNJ2,0,4,13,0,1,0,4,0,70,0,10,0,0,0,0,820,0,0,0,6,0,0,0,0
NOX5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,6,0,1,0,0,0,0
LSM10,10,0,523,645,1,0,1355,5,0,323,1,0,0,0,0,0,0,0,288,0,0,1,0,33
OASL,0,0,981,177,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MPPED1,0,0,0,0,0,0,0,0,0,1228,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CNOT10,0,0,10,1007,313,1439,4,0,0,0,1,1,1,3,0,0,18,0,50,1,0,0,0,13
SCN11A,0,0,0,0,1,1,0,0,1,0,0,0,0,1,66,0,0,0,1,0,0,0,0,0
PKIG,0,0,0,344,1,0,0,47,557,1,736,4,0,0,1,0,0,0,0,0,0,0,0,30
CREB3L1,0,0,143,391,708,0,0,0,3,0,0,1,0,0,0,0,0,3,1844,5,940,2,0,0
FAM129C,0,0,0,0,3,0,0,0,0,0,0,0,0,89,0,0,0,0,1,0,0,0,0,0
LOC149837,0,0,0,0,0,0,0,0,0,0,1458,0,0,0,0,0,0,0,18,0,0,0,0,0
ZNF233,0,0,0,0,53,0,0,0,0,0,1380,0,0,0,0,0,0,0,0,0,0,0,2,0
ABCA10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,99,2,124,0,0,1,0,0
SP1,0,0,2,1,0,0,0,0,398,0,14,1,100,0,1,2071,0,0,319,88,3,60,0,0
C1orf201,0,0,0,0,0,0,0,59,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SETD7,0,0,833,532,481,0,2,0,44,0,1075,2,0,0,0,0,0,217,6,0,0,0,0,0
SIRT3,3698,17,2,1,112,2,55,1,25,86,547,0,4,3,4,0,0,10498,1208,11,3,34,0,6385
RSU1,497,4,381,541,147,4,386,17,1798,0,2888,4,43,0,2,254,3,0,2,0,0,0,159,5423
CTSZ,0,0,0,0,4,0,0,0,19,0,0,4,0,0,0,107,0,4,977,0,1,0,0,0
RFPL2,0,0,0,0,0,55,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTN3,0,2,601,649,505,3,8,9,60,1,0,3,1,0,1,292,4224,11,274,3,117,2033,0,7210
ZNF576,0,0,0,0,0,0,0,0,210,0,0,1,0,2,0,0,0,0,242,14,3271,0,0,0
THAP7,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,2322,12,0,0,404,0,0
CCND1,5,32491,344,0,162,2,351,63,1365,62,64,9,0,0,1,1,4,0,241,0,6,0,1,0
ZNF251,0,0,2,0,303,0,0,2,134,0,0,1,0,0,0,0,0,0,173,0,0,0,0,180
TECTA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2560,0,0,0,0,0,0
KLHDC8B,0,0,0,0,148,1,1,4,885,156,0,2,1,0,0,550,0,3,393,0,0,0,0,0
SEPT3,0,0,0,0,0,0,38,76,106,543,1,0,4,0,0,0,0,1,791,0,1,1,0,0
STX2,0,0,0,0,120,0,0,0,1001,0,0,5,0,0,1,0,0,3,0,2,0,1339,0,0
TRPV2,0,0,0,0,0,0,0,9,0,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAB27A,0,0,624,0,126,0,20,0,700,12,1662,0,1,0,0,0,0,0,182,0,3,0,0,0
MED23,0,0,0,0,0,160,4,0,11,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0
TNFAIP2,234,3,0,0,62,0,0,11,12,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0
COL1A2,0,0,482,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AHNAK2,0,0,0,0,0,0,24,0,436,0,0,0,723,0,0,0,0,0,452,0,0,0,1,0
PFN2,0,0,1,25,312,0,0,0,2051,3738,607,11,215,0,0,0,0,0,156,1,95,5795,1,0
NUAK2,0,0,0,0,0,0,0,1,41,0,0,0,0,2,170,17,0,17,16,0,0,1,0,0
EPB41L3,0,2,0,0,100,0,0,0,0,0,107,1,0,0,1,329,0,0,0,0,0,0,0,27
S100A8,4,1,0,0,74,4181,2,0,179,0,0,1,1,0,1,0,0,1,453,3,38,0,0,0
IL17RA,0,0,0,0,0,0,136,1,388,0,0,1,0,0,0,827,0,1,147,3,1,0,13,0
CCDC11,0,0,0,0,0,0,0,0,0,1074,0,1,0,0,0,0,0,0,0,0,0,0,0,0
THAP11,0,0,792,0,212,0,67,6,5,0,0,0,496,1,0,762,1,359,340,658,0,0,2,224
ANK3,33,0,4,160,751,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
FLYWCH2,0,0,0,2,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0
TP53RK,0,0,12,285,78,1,1,0,457,1,0,2,0,0,0,744,0,1,9,0,0,0,0,0
IMPA1,0,0,0,0,35,0,25,20,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0
TLE1,0,0,732,79,101,0,0,0,7,0,0,0,0,0,0,7,0,3126,222,0,0,839,0,0
SEC31B,0,0,269,7,476,1,1277,8,1572,3323,343,6,289,0,0,0,1,7,2829,24,12015,1,1,4092
AMIGO1,0,0,0,0,0,0,0,0,857,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0
TMEM167B,0,0,452,0,100,0,0,0,14,0,230,1,0,0,0,0,1,2,877,415,0,0,0,0
PHGDH,0,0,500,39,93,0,1029,17,71,1,0,0,827,0,0,0,0,0,0,0,2,5252,6,0
ATG9B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2692,604,2,6,6,0,0
FHIT,0,0,0,0,0,0,0,0,1,482,1127,4,0,2,0,0,0,0,0,9,0,0,0,0
MYO7A,0,0,0,0,0,0,1276,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRABP2,0,0,1201,659,804,0,12,0,1516,475,1004,9,218,0,0,0,0,35,7,0,0,0,1,144
TMEM159,0,0,3,0,188,0,0,0,0,1,0,0,1,0,0,101,0,0,4,0,0,0,0,0
ING2,0,0,253,0,125,1,43,401,0,247,0,0,0,0,0,0,13,0,134,0,0,0,0,0
GMFB,0,0,285,0,156,0,0,0,169,0,520,1,0,0,0,0,0,0,50,229,1,0,0,0
MIA3,0,0,1456,49,733,0,544,18,94,1268,5,4,21,1469,0,0,0,233,1969,3,6,1166,1,2992
PGRMC1,5908,37,34,1057,364,7,140,42,1524,408,1027,6,2,2,4,2224,2,9,1725,12,189,9648,11298,12905
CDC42EP1,0,0,68,2,61,0,139,266,204,0,38,0,1,0,0,0,0,3740,375,0,0,0,0,0
ENO3,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,1,0,0,0,1,0,0,144
LCE1F,0,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC152,0,0,256,84,407,0,0,0,0,746,16,0,0,0,0,0,0,0,1,1,0,0,0,0
SULT1A1,0,0,0,1,0,0,26,0,1,1347,1087,0,0,0,0,0,0,548,46,1,303,1718,0,0
FAM162A,0,0,180,300,440,0,0,0,249,400,0,2,0,0,0,0,0,0,682,0,1,1,0,0
PAM,0,0,147,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0
NIN,0,0,90,0,197,1,0,1,0,171,0,1,0,0,0,1104,0,1,635,0,225,2,0,0
SLC25A19,60,4,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0
ZHX1,0,0,1,0,125,0,529,2,703,1235,3,1,0,0,0,0,0,0,1,0,0,0,0,0
RANBP17,0,0,0,0,0,0,0,0,1154,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
ACSM1,0,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
