,Patient#1_CL#1,Patient#1_SC#1,Patient#2_SC#1,Patient#3_SC#1,Patient#4_SC#1,Patient#5_SC#1,Patient#2_CL#1,Patient#5_SC#2,Patient#6_CL#1,Patient#6_SC#1,Patient#7_CL#1,Patient#7_SC#2,Patient#8_SC#1,Patient#9_CL#1,Patient#9_SC#1,Patient#7_SC#1,Patient#5_CL#1,Patient#4_SC#1,Patient#4_CL#3,Patient#4_CL#1,Patient#4_CL#2,Patient#3_CL#1,Patient#10_SC#1,Patient#10_CL#1,Patient#10_CL#2,Patient#8_CL#1,Patient#8_CL#2,Patient#8_SC#2,Patient#8_SC#3
eg:4689:chr22:p,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
eg:4690:chr3:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,137,0,0,0,0,0,0,0,0,0,0,2,0,0
eg:4691:chr2:m,3830,18,556,466,0,0,2,1,5,0,0,4,2,0,0,1,0,270,55,126,1205,214,344,159,0,5790,1347,1,0
eg:4692:chr15:m,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4693:chrX:m,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4694:chrX:p,411,0,0,4,0,1,1,1,2,0,0,0,0,1,25,14,1,50,133,23,258,606,33,65,35,87,240,4,0
eg:4695:chr5:m,4,0,1,462,1,0,3,0,0,0,0,0,16,0,1,0,0,1,109,1164,706,12,19,0,2,5,941,13,1476
eg:4696:chr19:p,203,0,0,53,1,1,0,0,0,0,0,0,0,0,3,22,1,1,0,50,60,124,0,0,22,0,71,0,1
eg:4697:chr7:m,2554,11,4,685,2,3,3,3,24,4,1,1,14,3,66,0,2,11,2972,1229,2377,319,799,930,1507,3198,543,6272,16
eg:4698:chr7:m,1354,10,1,1,1,0,4,0,1,0,0,1,2,0,0,8,0,99,56,270,250,1,74,0,0,0,91,0,0
eg:47:chr17:m,0,1,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,142,6,248,4,60,1,155,5,3
eg:4700:chr22:m,22,0,306,7,2,7,4,4,13,3,2,10591,29,6241,3758,2013,0,233,922,100,25,1977,49,307,2,1,1003,10,1199
eg:4701:chr19:m,523,6,0,1,1,0,0,0,0,0,0,0,5,1,0,0,1,15,123,219,10,316,78,110,5,2,669,2660,2349
eg:4702:chr9:m,0,1,0,3,8,8,1,2,8,0,0,2,0,2,0,0,1,675,1707,1730,88,905,427,98,261,4,2021,0,21
eg:4703:chr2:m,0,1,0,0,4,146,15,11,0,0,0,0,0,1,3,0,16,0,15,1,1,6,0,0,0,0,0,0,0
eg:4704:chr12:p,0,0,0,0,5,1,2,3,1,3,0,0,0,0,1,0,3,1,6,924,5,21,676,9,1156,6,1663,0,1
eg:4705:chr2:m,0,0,0,1,13,1,2,1,2,2,2,2,1,5,0,1,6,908,1849,4133,206,523,1090,19,2272,16,3517,1433,18107
eg:4706:chr16:m,89,1,1,165,3,0,1,1,4,2,0,0,0,0,0,0,2,12,649,600,879,305,213,360,51,1,666,2,1278
eg:4707:chr14:m,362,2,4,0,0,0,0,0,1,0,0,0,0,0,69,0,0,18,2,31,7,9,35,4,51,0,476,0,763
eg:4708:chr7:p,77,5,3,3,6,0,1,1,3,0,0,2,0,1,0,1,2,1,31,639,486,630,107,4,496,167,1262,1,1850
eg:4709:chr2:p,0,0,0,12,0,0,0,0,1,0,1,0,0,1,243,0,0,3,0,8,26,0,53,111,2,40,39,0,0
eg:471:chr2:p,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,3,1,0,1224,0,164,1124,94,535,3,1103,5,2
eg:4710:chr3:p,1082,6,1,101,2,0,0,0,2,1,1,1,1,2,3,548,1,109,131,377,171,222,267,738,492,2,400,1,791
eg:4711:chr3:p,0,0,381,11,1,0,0,1,2,0,2,0,0,0,0,1,0,0,296,158,188,0,213,338,1,2,59,1,1
eg:4712:chr9:m,2126,14,2,24,2,36,4,1,5,1,1,531,1,0,176,1,4,59,149,2,473,2251,471,44,2667,0,115,8,8
eg:4713:chr19:m,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,29,8,0,1,0,0,0,196,0,6
eg:4714:chr10:m,0,0,1,6,9,0,0,1,20,0,0,1,26,1,0,0,5,169,190,1719,3918,1245,563,308,8,8,3267,14356,1
eg:4715:chr8:p,2324,17,0,122,21,4,3,5,44,3,3,1,10,5,4,632,5,771,15,2937,5163,4820,1040,2919,544,4715,12306,1398,1137
eg:4716:chr16:p,0,0,0,20,8,0,7,4,0,0,0,0,3,2,35,12,5,1012,1260,1611,3914,1891,403,375,117,196,3270,9,14
eg:4717:chr4:m,22,1,0,3,3,1,2,3,2,1,29,0,0,0,0,1,1,1,81,119,1,0,59,49,215,1,79,346,459
eg:4718:chr11:m,0,0,0,210,4,0,1,3,0,1,0,3,0,1,0,0,4,294,1,722,826,3800,119,343,185,154,1018,1,1092
eg:4719:chr2:m,0,3,1,3,0,0,1,5,0,0,0,1,2208,0,1,834,3,112,0,4,0,70,598,16,206,923,89,0,739
eg:472:chr11:p,0,0,0,0,2,2,0,1,7,0,2,1,0,2,0,22,3,0,1,0,0,0,18,3,0,3,2,1,1
eg:4720:chr1:p,5035,27,0,33,7,0,5,2,1,1,1,3,2,1,1,1579,11,0,3497,2123,3949,226,1816,3134,828,27699,2592,45,5843
eg:4722:chr11:p,17,0,3,9,6,1,4,3,1,0,0,6,14,1,1,0,4,0,1,2177,151,603,577,786,105,3762,1910,3594,173
eg:4723:chr11:p,14,1,0,581,2,7,3,0,2,1,0,0,0,2,387,71,1,295,163,518,2197,5,359,608,978,6,2159,2,0
eg:4724:chr5:p,0,0,0,0,5,0,1,2,0,0,0,0,0,0,0,0,2,0,679,871,2,0,160,683,31,980,798,6,0
eg:4725:chr1:p,7653,31,5,379,3,0,1,9,2,1,1,1,7,0,0,2307,0,66,1328,1424,293,1691,163,243,252,4,2508,2,18
eg:4726:chr5:p,1,0,1,2,1,1,1,0,1,0,0,27,1,0,0,0,2,3,433,205,3,409,94,156,120,3,1270,159,0
eg:4728:chr11:p,0,519,0,51,4,1,0,1,0,0,0,0,4,1,0,0,0,265,859,487,199,502,37,5,13,2,1499,1585,0
eg:4729:chr18:p,3174,25,1,7,5,0,2,3,36,2,2,7,4,7,318,11,11,2376,162,1836,905,14,626,564,1255,5498,3136,18,3
eg:473:chr1:m,6,2,1,12,2,0,2,3,7,1,4,0,1,12,169,47,5,391,0,453,264,658,299,1,60,958,363,2,1
eg:4731:chr21:p,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,2,0,184,39,0,0,290,0,2
eg:4733:chr22:p,27,0,0,13,5,1,4,1,0,0,0,0,0,6,4,0,7,1318,2270,1020,103,1234,187,9,2084,0,194,1,0
eg:4734:chr15:m,739,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0
eg:4735:chr2:p,1136,9,5,30,9,2,7,5,16,10,2,52,8,10,0,9,106,1395,3968,2062,513,509,801,1320,1087,88,730,2669,1
eg:4736:chr6:p,2975,18,78,594,29,3,22,8,49,11,2,7,6314,13,4,1,19,1316,4635,4766,6939,4971,3943,4831,4616,2307,4524,6552,7798
eg:4738:chr14:m,31,1,2,11,14,28,4,0,10,2,1,23,20,0,8,0,1,41,2708,2544,757,1081,632,2120,1198,190,3490,7642,2
eg:4739:chr6:m,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0
eg:474:chr4:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4741:chr8:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:474148:chrY:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:474148:chrY:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:474150:chrY:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:474150:chrY:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:474151:chrY:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:474170:chr17:p,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0
eg:474170:chr17_ctg5_hap1:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:474338:chr1:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
eg:474343:chrX:m,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,2,108,1,0,0,0,0,0,43
eg:474344:chr7:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
eg:474354:chr10:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:474382:chrX:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:474382:chrX:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4744:chr22:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0
eg:4745:chr11:p,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4747:chr8:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
eg:475:chr5:m,1495,12,0,0,2,0,0,1,0,0,0,1,2,0,0,1,0,164,0,174,0,397,36,4,155,0,547,0,6
eg:4750:chr4:m,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1833,0,7,0,0,0,0,0,0
eg:4751:chr1:m,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,9,9,0,0,0,0,0,0,24,1,1,1
eg:4752:chr13:m,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,3,21,0,0,0,0,0,159,1,0,29
eg:4753:chr12:m,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,213,0,0,548,131,190,0,12,0,0
eg:4756:chr15:p,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,40,0,0,3,0,0,0,0,0,0,0,0
eg:4758:chr6:m,0,1,16,746,8,0,2,0,8,0,0,2,1,0,0,0,2,1,593,1122,0,2153,741,1817,181,13,660,0,7717
eg:4758:chr6_apd_hap1:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4758:chr6_cox_hap2:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4758:chr6_dbb_hap3:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4758:chr6_mann_hap4:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4758:chr6_mcf_hap5:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4758:chr6_qbl_hap6:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4758:chr6_ssto_hap7:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4759:chr2:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:476:chr1:p,0,0,0,0,3,1,2,1,0,0,0,1,1,0,0,23,7,3,83,189,1441,31,493,506,862,5,711,1,4
eg:4760:chr2:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4761:chr17:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4762:chr5:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4763:chr17:p,191,1,0,477,4,2,2,0,0,0,0,0,1,0,2,0,0,363,633,629,2,273,115,165,0,0,9,6,0
eg:477:chr1:p,0,1,1,0,0,28,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
eg:4771:chr22:p,0,0,0,8,2,4,1,0,1,0,0,0,0,0,1,1,0,0,23,8,0,0,294,0,0,0,1,0,72
eg:4772:chr18:p,6,0,1,0,4,28391,6,9,2,0,1,78,0,0,1649,5126,0,1,90,1,1,68,0,0,0,1,0,0,0
eg:4773:chr20:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4774:chr1:p,38,0,0,0,0,0,0,1,2,1,0,0,0,2,0,0,3,162,32,1,0,0,248,0,66,1,1,0,1
eg:4775:chr16:p,4,1,0,67,3,0,3,1,1,2,2,3,1,0,2,56,5,69,157,1350,0,885,149,4,38,10,923,10,8
eg:4776:chr14:p,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1930,0,548,3,519,0,172,0,215
eg:4778:chr12:m,0,4,342,133,3,30232,24,13,13,7,66,43960,52357,37509,43600,44137,2,4484,140,295,19,550,479,5,80,0,6,1,0
eg:4779:chr17:p,0,1,0,205,1,1,2,6,0,0,1,0,0,3,0,1693,0,715,814,347,390,1898,137,2,26,78,844,834,7
eg:478:chr19:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4780:chr2:m,1508,14,3,3,1,0,4,0,8,8,3,7081,0,0,1897,1871,2,179,21,147,0,30,841,536,1,3,57,0,0
eg:4781:chr9:m,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,32,86,0,1,0,0,0,0,1,2,0,5,0,2
eg:4782:chr19:p,12,0,0,88,4,0,0,0,1,7,0,0,164,0,0,2,0,0,18,254,181,2,66,3,56,964,293,0,1216
eg:4783:chr9:m,0,2,0,0,1,1,4,4,0,0,0,0,0,4,1,0,4,686,1,14,855,18,292,691,582,0,3,0,0
eg:4784:chr19:p,1,0,2051,117,0,0,0,0,0,0,20,0,0,1,0,2,0,372,96,3,110,0,6,75,40,0,6,0,0
eg:479:chr13:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
eg:4790:chr4:p,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,0,1,50,0,20,95,817,0,2,305,2,2
eg:4791:chr10:p,258,2,0,0,0,33,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,68,68,0,0,1,58,0,0
eg:4792:chr14:m,34,7,17,64,2,20053,11,4,12,5,8,11,17956,8781,660,3872,1,118,2040,1031,1,271,259,2,159,13191,1392,77,6
eg:4793:chr19:p,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,5,0,2,3,0,1,8,85,0,11,9,37,0,1
eg:4794:chr6:m,24,0,0,0,2,0,5,4,29,3,0,0,1,0,0,1,0,0,1,0,1,230,0,0,0,0,1,0,252
eg:4795:chr6:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3,0,2,1,0,0,0,280,0,0
eg:4795:chr6_cox_hap2:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4795:chr6_dbb_hap3:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4795:chr6_mann_hap4:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4795:chr6_mcf_hap5:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4795:chr6_qbl_hap6:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4795:chr6_ssto_hap7:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4796:chr8:m,1,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,56,0,0,4,361,0,0
eg:4798:chr11:m,1,0,0,1,0,0,2,2,0,0,0,1,0,0,0,0,1,0,162,0,0,534,780,2,633,0,195,0,0
eg:4799:chr9:p,1,1,0,0,0,0,4,4,1,0,457,53,63,15236,50,87,2,1,3,1,0,1,473,1,2,0,88,1,2903
eg:48:chr9:p,0,0,0,7,0,0,0,0,0,0,0,0,1,1,1106,0,0,0,0,0,0,0,136,67,0,0,39,4,2
eg:480:chr1:p,0,0,0,0,0,2,0,2,0,0,2,0,0,1,23,0,0,0,0,0,0,0,0,105,0,0,0,0,0
eg:4800:chr6:p,0,0,0,0,1,1,0,0,1,0,1,0,0,0,2071,168,0,0,0,0,1,1,0,2,158,63,170,0,0
eg:4801:chr12:m,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,6,0,5,5,766,0,157,30,68,547,2,109,1,10966
eg:4802:chr1:p,710,6,42,0,0,14,0,0,0,1,0,0,0,1,0,1,0,125,0,0,0,0,61,0,0,2,48,0,0
eg:4803:chr1:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4804:chr17:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4807:chr1:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4808:chr1:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4809:chr22:m,4066,25,1,418,5,1,8,7,0,3,47,1,1,10,178,0,5,1347,1839,1268,2765,2393,923,354,656,37,1539,5,2
eg:481:chr1:p,33,0,5,9,0,0,3,0,47,9,3,3,0,0,372,886,23,143,1260,133,10,1839,445,2533,1112,1,432,0,0
eg:4810:chrX:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4811:chr1:m,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4814:chr9:m,752,4,1,1,0,0,0,0,32,0,0,0,3,0,0,0,0,37,0,249,0,0,5,0,0,3410,1280,8,2
eg:4815:chr12:m,3653,29,586,378,0,0,0,0,2,4,0,3,2,0,0,1,0,135,0,66,0,1,11,0,0,0,0,7,0
eg:4817:chr1:p,1591,2,1,1,0,0,0,0,0,3,1,0,0,81,6,16,1,1103,0,17,0,208,32,673,235,1,48,1,0
eg:4818:chr19:m,0,6,1,0,0,0,0,0,3,5,6,1,1,0,0,0,7,0,0,0,0,3,0,1,1,0,0,5,3
eg:482:chr17:p,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,2,7,0,2,0,99,0,0,0,1,0,0
eg:4820:chr3:p,1,2,3,2,1,6,1,4,0,2,1,2,3,44,0,552,1,45,0,89,0,70,66,39,0,3,246,1,2
eg:4821:chr20:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4824:chr8:m,0,0,0,1,1,0,1,1,7,0,1,0,0,0,1,0,1,0,0,0,0,60,107,1618,1,5,911,0,0
eg:4825:chr4:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4826:chr20:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4828:chr15:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4829:chr6:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:483:chr3:p,0,0,0,71,6,0,0,0,0,0,0,0,1,2,0,0,3,0,641,1244,5,1,181,51,795,2,399,216,0
eg:4830:chr17:p,0,0,0,1690,14,4,10,4,0,0,0,1,33,4,0,0,2,4,3251,2519,1623,1543,399,221,882,25,8510,10860,6731
eg:4831:chr17:p,5709,32,631,1095,16,0,8,6,3,2,3,10,21,3,1,2,10,783,3619,3991,5051,15317,975,1007,934,9394,10506,2004,6523
eg:4832:chr16:m,0,0,0,49,0,0,0,0,0,0,3,0,0,0,0,0,0,5,1,12,5,2,2,0,1,12,104,0,1
eg:4833:chr16:p,541,3,1,14,1,0,3,2,20,2,3,1,4,2,0,1,2,139,1,7,95,98,166,26,93,4,1017,313,1130
eg:4835:chr6:p,1,3,4,0,0,1,0,0,0,5,1,37938,0,0,1469,113,4,0,126,450,203,17,27,0,0,2,428,0,0
eg:4836:chr17:p,26,1,5,2,0,4,0,0,0,0,30,2,21,1,3,0,1,0,0,10,1818,715,130,6,0,4,267,0,0
eg:4837:chr11:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
eg:4838:chr10:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
eg:4839:chr12:m,0,0,0,0,7,1,1,2,0,1,0,0,0,1,0,0,1,0,19,2690,0,4,34,74,57,10,1291,0,0
eg:4841:chrX:p,4904,31,4,10,19613,7169,15,6,38,3,3,0,9,6,1916,1,4,183,850,1471,19,1059,1174,605,792,8053,1269,4389,11324
eg:4842:chr12:m,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4843:chr17:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0
eg:4846:chr7:p,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956,565,0,1
eg:4848:chr12:p,0,4,2,3,3,0,3,5,2,2,1,7,3,5,3,184,3,920,2011,1545,531,3,158,822,70,16250,1327,3,1
eg:4849:chr19:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,28,4,0,8,41,5,8,133,1,0
eg:4850:chr7:m,0,0,0,481,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,6,0,1,86,0,0,0,0,0,0
eg:4851:chr9:m,0,1,0,0,1,12091,2,2,0,0,2,1,0,1222,110,282,1,1,36,92,0,7,0,0,136,0,96,1090,0
eg:4852:chr7:p,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
eg:4853:chr1:m,0,1,0,2,0,0,0,1,2,2,0,0,1,0,3,6,3,20,0,37,245,95,21,0,20,11,238,0,862
eg:4854:chr19:m,0,0,0,5,1,0,0,0,1,1,0,2,1,2,0,0,1,0,0,91,0,463,169,4,367,56,675,378,0
eg:4855:chr6:m,116,1,0,0,0,0,1,0,0,0,7,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
eg:4855:chr6_apd_hap1:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4855:chr6_cox_hap2:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4855:chr6_mann_hap4:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4855:chr6_mcf_hap5:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4855:chr6_qbl_hap6:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4855:chr6_ssto_hap7:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4856:chr8:p,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
eg:4857:chr14:m,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
eg:4858:chr19:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:486:chr11:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4860:chr14:p,875,5,31,6721,16,1,5,4,2,2,0,2,19179,75,2469,41,9,15890,11891,1578,2847,450,1237,2334,1723,2,993,28,1
eg:4861:chr19:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4862:chr2:p,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,78,0,0,121,0,0
eg:4863:chr11:m,80,2,4,3,0,0,1,0,9,5,9,6,0,1,0,1,0,94,0,0,0,25,6,0,0,0,129,0,0
eg:4864:chr18:m,3,5,1,31,3,0,0,1,0,0,0,1,1131,0,737,657,0,4,172,468,101,371,21,11,0,155,7,0,0
eg:4867:chr2:m,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4868:chr19:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4869:chr5:p,994,4,4,6,15,4,9,12,8,1,1,0,4,3,1369,0,11,1386,209,2582,1663,1740,4505,810,886,3392,2363,433,3857
eg:487:chr16:p,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,34,0,2,0,0,3,33,12,8
eg:4878:chr1:m,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1133,0,0,0,0,0,1,0,0,0,0,0,0,0
eg:4879:chr1:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:488:chr12:p,3,0,3,9,6,1,10,2,13,2,0,3,1409,0,2332,656,4,195,995,1172,71,503,864,665,3,16,584,10,150
eg:4880:chr2:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:4881:chr1:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
