	BRx-129-2--9-29	BRx-139-1	BRx-170-1	BRx-170-2	BRx-172-1--9-30	BRx-129_2_111814	BRx-136_1_123014	BRx-136_2_123014	BRx-146-1--4-16-15	BRx-16_1_102214	BRx-16_1_120314	BRx-16_2_102214	BRx-16_2_120314	BRx-16_3_120314	BRx-172_1_111114	BRx-172_1_120114	BRx-172-1--4-16-15	BRx-172_2_111114	BRx-172-5--11-11-14	BRx-183_1_031015	BRx-183_2_031015	BRx-183-3--3-10-15	BRx-183_4_031015	BRx-183_5_031015	BRx-183_6_031015	BRx-183-7--3-10-15	BRx-111-1--10-08-15	BRx-111-1--10-19-15	BRx-111-2--10-08-15	BRx-111-3--10-08-15	BRx-131-1--09-15-15	BRx-132-1--06-09-15	BRx-146-1--08-06-15	BRx-16-3--09-09-15	BRx-16-4--09-09-15	BRx-172-1--02-01-15	BRx-172-1--06-25-15	BRx-172-1-08-04-15	BRx-172-1--08-18-15	BRx-172-1--08-25-15	BRx-172-1--09-09-15	BRx-172-2--07-07-15	BRx-172-2--08-25-15	BRx-172-3--07-07-15	BRx-180-1--06-12-15	BRx-180-1--07-02-15	BRx-213-2--08-26-15	BRx-213-3--08-26-15	BRx-245-2--09-04-15	BRx-42-1--10-20	BRx-42-1--9-14	BRx-42-1--9-22	BRx-42-1--9-29	BRx-42-2--9-14	BRx-42-2--9-29	BRx-42-3--9-29	BRx-82-1--9-15	BRx-82-1--9-29	BRx-82-2--9-15	BRx-82-2--9-29	BRx-82-3--9-15	BRx-42_1_110314	BRx-42_2_110314	BRx-82_1_012015	BRx-82_1_030915	BRx-82-1--11-13-14	BRx-82-1--1-12-15	BRx-82_2_030915	BRx-82-2--11-13-14	BRx-82_3_030915	BRx-82_5_030915	BRx-82_6_030915	BRx-82_7_030915	BRx-82-8--3-9-15
IMMP2L	18	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	159	0	114	0	142	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	1	27	10	47	96	0	8	0	0	0	0	0	34	0	34	7	47	0	101	104	59	41	0
IMMT	10	0	0	0	0	0	0	310	0	29	185	0	0	0	0	4	0	0	59	15	390	81	396	47	716	735	0	0	0	0	0	265	55	0	9	0	0	6	0	0	0	0	2	0	23	0	0	0	0	0	0	1	319	26	222	131	0	186	3	0	0	84	0	0	211	204	775	72	0	117	360	556	244	34
IMP3	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	33	0	0	0	0	410	0	177	157	665	375	0	0	0	0	0	145	88	0	0	0	0	152	0	1	1	0	0	0	0	0	0	0	0	0	0	28	82	14	12	127	0	127	0	0	0	0	0	0	23	0	290	0	0	253	131	414	328	24
IMP4	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	213	111	130	30	363	238	0	1	0	0	0	122	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	79	0	35	100	72	118	158	3	0	0	0	0	0	0	0	0	8	100	0	1	0	123	1	18	0
IMPA1	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	74	0	0	72	0	39	0	76	0	40	27	0	0	0	0	0	42	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	62	67	140	28	5	0	15	0	0	0	0	167	23	0	0	0	0	25	1	0	0	162
IMPA2	0	0	0	0	0	0	1	223	0	0	0	0	0	0	0	0	0	0	0	81	501	0	1000	100	553	805	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	20	0	31	0	0	0	0	0	0	0	4	190	72	0	290	22	133	203	0
IMPACT	0	0	0	0	0	6	1	24	0	0	0	0	0	0	0	0	0	0	0	0	30	0	24	0	189	173	0	0	0	0	1	4	0	0	0	0	2	2	0	0	1	0	0	0	11	0	0	1	0	78	2	88	230	48	100	345	0	95	1	0	0	0	0	1	0	0	0	199	0	137	268	1	154	0
IMPAD1	0	0	0	0	0	2	72	274	0	2	2	1	0	0	0	48	0	1	53	0	524	6	296	0	900	172	9	411	0	1	5	184	0	3	2	36	0	0	34	1	0	0	26	0	78	1	0	4	1	3	2	81	403	138	63	183	64	182	49	0	0	0	0	0	0	35	0	8	0	40	83	280	55	107
IMPDH1	0	0	0	3	0	0	22	432	0	5	0	12	0	0	0	17	0	44	31	0	198	46	148	1	408	251	0	1	0	0	0	251	0	0	0	0	0	0	0	19	62	0	0	0	13	1	0	0	12	0	5	34	59	20	82	157	3	279	26	0	0	0	0	9	0	124	688	166	9	90	265	168	25	185
IMPDH2	0	0	0	0	0	0	6	589	0	0	0	0	0	0	0	0	0	0	14	58	1005	0	957	227	1805	592	0	0	0	0	0	176	1	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	79	6	41	241	9	179	285	0	242	0	0	0	52	0	1	0	15	501	280	45	38	163	353	183	0
IMPG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
IMPG2	0	1	0	0	0	0	0	2	0	1	3	0	0	0	1	6	0	5	3	0	3	3	0	0	0	3	3	1	0	0	16	0	0	5	4	1	0	1	35	2	4	0	6	0	45	0	6	14	1	0	0	0	0	2	0	0	0	2	3	0	0	1	0	0	0	3	0	4	2	5	53	3	0	4
INA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INADL	0	1	3	6	0	2	4	115	2	39	14	5	0	1	5	9	1	22	5	0	284	781	51	2	186	345	15	0	3	2	103	69	427	31	6	5	13	23	9	1	5	1	22	2	463	13	90	46	12	1	20	0	196	61	23	98	0	236	7	0	0	4	1	3	241	506	190	206	74	24	182	622	301	35
INCA1	0	0	0	0	0	1	0	2	3	3	3	2	0	0	0	2	0	33	8	0	29	0	4	0	0	2	0	0	0	0	14	8	1	6	3	1	0	1	4	0	0	0	13	0	124	2	19	8	0	0	5	0	0	2	0	0	0	0	1	0	0	2	1	0	0	3	0	1	0	1	71	2	2	2
INCENP	0	0	0	0	0	0	0	19	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	4	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	1
INE1	0	4	0	0	0	0	0	1	0	5	1	0	0	0	0	0	0	0	14	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	122	16	0	1	0	0	0	9	0	3	9	0	0	16	0	1	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0
INE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INF2	0	0	44	34	68	0	1	175	0	1335	0	244	244	3	0	375	24	107	257	0	17	0	57	4	190	0	0	170	0	0	0	135	0	621	11	449	2	0	11	35	0	0	800	0	0	0	124	5	1	53	35	39	119	40	14	35	97	40	740	3	38	0	3	17	2	20	0	58	0	0	155	88	0	56
ING1	0	0	9	47	0	0	0	37	0	103	0	23	23	73	0	33	0	0	28	0	0	1	1	0	0	42	0	0	0	1	0	0	0	0	14	0	0	0	0	1	0	0	0	0	0	0	25	44	13	0	21	28	8	0	31	12	0	61	62	0	0	2	0	8	0	0	0	0	0	0	20	28	36	0
ING2	0	0	7	57	0	0	0	51	0	164	0	0	0	0	52	114	0	74	29	0	128	13	168	21	97	42	0	0	0	0	0	0	26	0	0	59	0	0	55	14	0	0	0	0	0	0	0	47	11	0	4	0	43	27	19	14	34	43	12	0	0	0	19	86	67	109	0	42	0	27	2	0	14	65
ING3	0	0	0	0	0	0	0	22	0	0	0	1	32	0	0	69	0	120	144	0	56	129	6	0	14	30	0	0	0	0	0	0	0	0	1	0	360	103	0	12	39	0	182	0	49	21	0	11	0	29	62	1	24	0	1	54	0	4	25	0	1	14	0	0	0	207	715	2	156	115	97	188	1	23
ING4	0	0	20	76	56	0	0	75	0	110	0	51	73	0	0	138	0	247	114	7	21	6	1	0	0	0	0	0	0	0	0	297	0	0	0	382	0	0	0	4	0	0	0	0	0	0	0	0	32	0	0	17	51	0	63	55	17	46	235	0	34	0	0	62	53	0	0	0	44	0	30	32	104	0
ING5	0	4	0	29	0	0	0	3	0	243	97	33	0	79	1	2	0	18	55	0	1	100	160	0	310	50	7	0	0	0	94	1	0	15	89	0	1	4	4	1	1	1	17	0	101	3	9	10	109	0	37	0	7	2	63	50	19	50	225	1	29	0	0	0	2	40	0	2	2	0	30	44	32	89
INGX	0	0	0	4	0	2	0	3	0	0	11	0	0	0	1	3	1	4	1	0	17	9	1	0	0	15	7	0	0	1	45	5	2	17	2	4	72	27	6	2	12	0	23	11	231	4	20	20	10	0	13	0	2	2	1	2	0	5	9	0	3	3	0	0	1	3	6	6	0	1	24	5	1	3
INHA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	3	0	12	0	83	0
INHBA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	1	0	0	0	22	0	0	81	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
INHBB	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	38	0	0	0	0	0	12	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	48	1	2	0	22	0	0	0	0	0	0	0	0	2	42	5	65	182	34	35	34
INHBC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
INHBE	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	1	0	0	0	0	0	0	30	0	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
INMT	2	2	0	12	0	4	0	39	1	23	31	1	0	0	4	14	3	18	9	0	22	40	17	0	43	79	4	1	1	1	195	29	11	74	12	5	47	24	11	2	7	1	98	1	764	16	50	87	25	0	18	0	7	19	2	5	1	4	26	1	1	16	0	1	0	4	0	12	4	1	52	26	12	7
INMT-FAM188B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INO80	0	0	0	58	0	0	0	26	0	32	2	0	0	0	0	1	0	0	0	0	34	76	29	0	1	42	0	0	0	0	0	0	59	0	0	0	0	7	0	2	0	0	0	0	35	0	21	0	0	0	0	0	7	40	0	13	12	35	61	0	0	2	0	0	4	22	0	13	122	0	21	62	1	8
INO80B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	5	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INO80B-WBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INO80C	0	0	0	0	0	0	0	29	0	11	0	39	0	0	0	0	0	0	0	0	30	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	72	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	23	40	69	0	42	26	0	0	0	0	0	27	1	0	0	0	140	4	9	5	0
INO80D	0	0	6	2	0	0	0	65	0	38	9	0	0	0	0	132	0	319	293	0	16	21	86	0	94	77	100	0	572	0	3	127	0	1	0	0	83	67	0	0	0	0	12	0	77	0	21	14	2	0	14	0	165	4	185	181	0	54	133	0	8	0	0	0	6	20	74	143	0	167	8	102	17	0
INO80E	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	3	0	9	0	0	3	5	0
INPP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	8	0	0	0	0	0	72	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	25	0	1	12	28	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
INPP4A	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	214	0	0	0	0	0	0	0	0	0	12	0	11	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	27	0	112	3	57	133	3	0	0	0	0	0	0	0	1	102	0	0	0	0	107	2	228	0
INPP4B	0	0	0	0	0	0	0	0	0	0	27	49	71	1	0	27	0	0	16	0	590	241	195	87	0	293	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	31	0	0	1	0	0	0	0	17	118	2	108	0	0	8	0	0	0	0	0	15	0	0	56	221	123	184	0	545	0
INPP5A	0	52	28	148	0	0	0	33	0	266	53	3	0	0	1	220	0	265	65	0	3	0	8	0	163	15	0	0	0	0	0	75	16	0	1	364	0	9	223	34	1118	0	300	0	37	0	95	3	0	0	0	0	24	0	2	2	8	0	273	0	9	0	3	29	0	38	0	14	0	2	34	1	115	0
INPP5B	0	0	24	5	0	0	0	3	1	293	0	0	0	0	8	326	32	103	59	0	21	1	0	0	0	2	0	2	0	0	13	41	0	4	4	0	0	7	55	44	3	0	22	0	81	1	83	5	0	0	60	0	0	1	2	2	7	0	390	0	0	1	0	54	0	2	0	0	0	0	4	47	53	0
INPP5D	0	0	0	0	0	76	0	0	0	0	26	21	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	372	0	0	0	185	0	9	0	0	0	1	0	201	0	0	1	0	0	0	0	0	0	0	8	55	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INPP5E	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	23	9	0	0	0	0	10	0	0	0	0	146	0	0	0	0	0	0	0	0
INPP5F	0	0	0	0	0	1	0	188	0	5	0	0	0	0	0	67	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	317	0	0	0	23	171	0	0	0	5	0	0	2	1	0	0	0	0	0	25	2	0	0	0	0	0	0	0	0	0	112	0	18	0	24	0	10	28	0
INPP5J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	35	0	0	16	0	0	0	0	0	0	0	11	0	32	0	0	0	0	26	19
INPP5K	0	0	0	0	0	0	0	107	0	137	0	80	0	0	89	80	0	76	87	0	0	71	20	0	105	47	0	0	130	0	1	20	343	0	0	307	0	4	0	7	932	0	19	1146	0	1	4	1	0	0	10	0	18	0	12	14	7	27	198	0	7	24	0	97	0	0	935	14	0	137	335	74	0	0
INPPL1	0	0	0	0	0	0	0	72	0	0	0	0	0	0	27	76	0	74	20	0	221	104	213	83	55	181	0	33	0	0	0	0	0	17	3	0	0	0	0	1	0	1	113	0	0	0	10	0	0	0	0	2	44	17	4	54	28	7	27	0	12	1	0	3	0	0	0	0	2	0	91	9	8	0
INS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INS-IGF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INSC	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INSIG1	0	0	556	1335	0	143	0	459	0	1752	0	172	209	9	219	425	235	1833	1729	0	431	33	1	89	450	86	0	0	0	0	1	50	5	531	0	443	0	1	0	253	593	297	8	1512	1	0	74	82	0	0	0	0	107	6	0	63	319	147	1709	0	69	1	123	231	18	0	0	7	0	0	0	110	0	1
INSIG2	0	0	0	0	0	1	0	168	0	1	0	0	0	0	0	24	0	0	0	0	301	0	125	1	293	4	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	302	27	27	29	272	11	0	0	8	0	0	87	243	0	255	0	92	181	13	71	196
INSL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INSL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INSL5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INSL6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	6	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
INSM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INSM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INSR	0	0	0	0	17	0	0	54	0	0	9	0	0	0	0	4	0	0	0	4	540	193	231	0	115	149	0	0	0	0	155	50	0	0	34	0	0	0	0	0	0	0	0	0	262	4	26	0	0	0	0	0	96	1	15	78	0	107	20	0	1	0	0	0	35	43	568	225	19	30	70	187	202	94
INSRR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INTS1	0	0	0	165	0	0	6	120	0	15	0	0	0	0	0	17	0	0	0	0	165	42	151	1	834	122	0	0	0	0	3	15	3	0	0	0	0	0	10	0	0	0	13	0	0	0	0	0	0	0	0	90	46	5	122	43	0	59	0	0	0	0	0	0	0	328	15	2	0	4	39	7	7	215
INTS10	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	30	31	0	0	0	190	96	202	14	302	323	0	0	0	0	0	38	234	0	0	0	0	0	0	0	0	0	0	0	15	0	0	1	0	0	0	0	74	0	41	23	0	69	0	0	0	0	0	0	25	0	0	300	75	183	349	0	540	51
INTS12	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	269	9	85	83	35	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	0	0	0	0	0	0	0	0	0	0	0	346	0	6	185	0	50	0	0	0	0	0	0	2	0	23	53	0	2	86	219	127	0
INTS2	0	2	0	3	0	0	0	98	1	2	5	3	0	0	1	2	0	10	6	0	5	16	4	1	0	8	1	0	0	1	25	36	21	7	1	0	0	41	0	1	54	0	7	4	137	6	12	13	3	0	17	0	3	37	265	28	1	2	9	0	0	0	1	0	3	2	0	6	1	0	21	2	35	0
INTS3	0	0	0	0	0	0	0	190	0	104	0	0	0	0	0	70	0	0	0	0	4	32	46	0	167	45	0	0	0	0	1	129	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	53	0	56	2	6	64	0	51	1	0	0	0	0	0	0	12	0	11	0	193	689	329	307	94
INTS4	0	0	0	0	0	0	1	95	0	74	0	0	0	0	0	12	0	0	0	0	51	90	2	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	32	1	122	57	0	1	0	10	0	0	0	0	0	0	0	0	0	11	0	5	44	0
INTS4L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	1	47	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	1	22	0
INTS4L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
INTS5	0	0	3	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	729	0	319	157	211	41	0	0	0	0	1	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	6	55	0	92	0	0	0	0	0	11	0	0	0	174	0	0	0	36	0	0
INTS6	0	0	0	0	0	0	0	81	0	29	42	8	0	6	1	70	0	65	264	0	161	12	37	0	32	114	0	0	0	0	1	32	0	1	8	0	0	145	0	1	0	0	0	0	1	0	25	21	0	0	0	0	205	29	86	82	0	81	75	0	6	26	0	57	0	292	0	0	0	0	17	3	141	0
INTS7	67	1	0	3	0	4	1	234	0	7	9	38	0	0	0	4	0	2	11	0	5	20	5	1	380	190	2	0	3	0	24	0	2	20	2	0	5	17	1	3	4	0	41	0	364	0	25	21	5	0	3	0	174	51	12	33	5	89	11	0	0	1	0	0	119	135	297	18	1	386	290	899	165	3
INTS8	0	148	0	0	0	0	0	254	0	65	70	11	0	40	3	5	0	116	65	0	371	0	53	9	5	699	0	0	0	0	9	135	0	0	0	107	1	9	0	3	226	0	0	0	10	0	83	17	0	0	1	9	103	142	291	174	0	24	181	0	0	0	0	0	34	84	0	237	137	95	49	169	26	21
INTS9	0	0	0	0	0	0	0	47	0	0	5	0	0	0	0	0	0	0	9	0	41	0	0	0	247	27	0	849	0	0	0	74	130	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	6	0	1	3	0	11	0	18	0	0	0	0	0	0	0	0	498	0	0	7	148	2	0	0
INTU	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	33	137	0	0	12	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	44	0	0	19	0	0	0	0	0	0	0	0	5	0	0	9	0	0	18	6	0	0
INVS	0	0	0	0	0	0	0	2	0	150	1	0	0	0	0	52	0	0	7	0	227	47	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	1	0	6	0	125	0	109	52	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0
IP6K1	0	0	22	0	3	0	0	101	0	175	30	0	0	0	0	23	0	19	58	0	0	0	116	0	34	44	0	564	0	116	0	2	0	44	1	0	0	21	0	14	100	0	5	0	3	3	33	25	68	0	61	0	5	18	30	68	44	35	37	0	2	0	21	100	3	29	0	0	26	14	153	34	67	9
IP6K2	0	0	0	0	0	0	0	110	0	64	130	45	0	71	1	105	0	16	27	0	14	191	147	8	0	143	1	0	0	0	3	466	0	4	0	18	0	225	5	1	49	0	270	0	0	4	3	1	1	0	0	15	124	19	116	137	14	42	156	0	8	0	0	0	202	92	775	61	0	868	315	98	723	11
IP6K3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	131	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPCEF1	0	0	15	0	0	179	0	42	0	150	1	0	0	4	0	166	32	122	74	0	1	0	2	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	1	28	0	0	13	83	91	0	49	3	2	0	0	0	2	3	0	0	74	0	214	0	38	0	0	2	0	0	0	0	0	0	3	1	23	0
IPMK	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	47	0	0	0	0	0	20	19	0	0	28	0	0	0	2	8	0	19	0	0	0	0	0	0	0	0	0	0	0	69	0	20	0	0	0	0	0	9	0	0	15	0	16	0	0	0	0	0	0	24	0	0	0	0	92	0	2	84	18
IPO11	0	0	0	0	0	153	0	41	0	100	5	0	0	0	0	2	0	163	39	1	301	0	310	0	195	359	0	34	0	0	0	0	0	0	1	9	0	0	0	0	606	0	0	120	37	3	0	0	0	24	0	2	14	0	66	176	0	64	65	0	17	0	0	0	0	263	1310	0	0	81	235	270	63	0
IPO13	0	0	0	0	0	0	3	41	0	0	0	129	0	0	0	0	0	0	0	0	39	1	24	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	91	53	23	69	0	0	23	0	0	0	0	0	0	0	0	0	9	1	0	243	0	0
IPO4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	600	0	12	62	13	159	0	0	0	0	0	14	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	55	44	0	12	0	0	0	0	0	0	0	52	92	0	0	0	1	0	115	32
