Gene start (bp),Gene end (bp),Gene % GC content,Gene name,Gene type
195720882,195741123,50.62,MUC20,protein_coding
195720882,195741123,50.62,MUC20,protein_coding
195720884,195741123,50.62,MUC20,protein_coding
1223066,1262172,65.56,MUC5B,protein_coding
20499448,20508151,47.50,MUL1,protein_coding
52833114,52835019,57.08,MUSTN1,protein_coding
45329163,45340893,51.04,MUTYH,protein_coding
109573255,109598125,52.45,MVK,protein_coding
29820394,29848039,52.54,MVP,protein_coding
41420020,41470071,47.98,MX1,protein_coding
69897688,69942945,40.74,MXD1,protein_coding
110207605,110287365,40.13,MXI1,protein_coding
66562175,66614247,36.72,MYBL1,protein_coding
43667019,43716495,49.88,MYBL2,protein_coding
127735434,127742951,51.53,MYC,protein_coding
77042474,77327094,35.75,MYCBP2,protein_coding
152697895,152724567,35.55,MYCT1,protein_coding
38138478,38143022,54.39,MYD88,protein_coding
69294151,69367726,49.12,MYEOV,protein_coding
8474207,8630761,42.00,MYH10,protein_coding
15788326,15942169,48.17,MYH11,protein_coding
15703135,15857028,48.16,MYH11,protein_coding
50188186,50310542,50.80,MYH14,protein_coding
10521148,10549700,39.32,MYH2,protein_coding
34955810,35002437,53.87,MYH7B,protein_coding
36281280,36387967,52.36,MYH9,protein_coding
3247481,3256236,38.81,MYL12A,protein_coding
123610049,123884332,45.34,MYLK,protein_coding
2663629,2750922,42.60,MYLK4,protein_coding
30370934,30377991,54.70,MYLPF,protein_coding
75588058,75626849,58.72,MYO15B,protein_coding
29071122,29180398,53.73,MYO18A,protein_coding
25742144,26031045,45.93,MYO18B,protein_coding
191245185,191425389,39.67,MYO1B,protein_coding
1464186,1492686,60.08,MYO1C,protein_coding
109347903,109455523,43.12,MYO1H,protein_coding
77128246,77215241,55.05,MYO7A,protein_coding
127535802,127637729,51.02,MYO7B,protein_coding
71822291,72118577,37.93,MYO9A,protein_coding
17075777,17214537,52.36,MYO9B,protein_coding
93306429,93482334,44.36,MYOF,protein_coding
3066807,3219968,40.55,MYOM1,protein_coding
73631612,73641474,47.83,MYOZ1,protein_coding
45890023,45902613,54.09,MYPOP,protein_coding
64155437,64245898,54.58,MYT1,protein_coding
64102394,64242253,54.42,MYT1,protein_coding
139387467,139390081,58.24,MZB1,protein_coding
72708367,72727629,38.81,MZT1,protein_coding
40056850,40158252,40.51,N4BP2,protein_coding
32400723,32428311,43.10,N4BP2L1,protein_coding
32432417,32538885,39.02,N4BP2L2,protein_coding
79225694,79326061,38.12,NAA11,protein_coding
139301505,139420033,39.05,NAA15,protein_coding
41311267,41377030,37.31,NAA16,protein_coding
112026689,112108796,41.37,NAA25,protein_coding
57390544,57415906,37.29,NAA30,protein_coding
63938959,63957319,50.29,NAA40,protein_coding
113716458,113746300,37.41,NAA50,protein_coding
65044818,65058553,54.38,NAALADL1,protein_coding
174438573,175810548,35.22,NAALADL2,protein_coding
190646746,190692766,37.70,NAB1,protein_coding
136006537,136095289,55.01,NACC2,protein_coding
66802875,66873256,46.31,NAE1,protein_coding
5024844,5034141,56.14,NAGPA,protein_coding
101053776,101416508,37.99,NALCN,protein_coding
106248298,106285966,37.11,NAMPT,protein_coding
76036585,76084735,37.01,NAP1L1,protein_coding
47487637,47515091,55.43,NAPA,protein_coding
23374519,23421519,40.72,NAPB,protein_coding
78435968,78574874,38.77,NARS2,protein_coding
18391282,18401218,37.01,NAT2,protein_coding
73640723,73642422,52.06,NAT8,protein_coding
73700576,73701340,55.42,NAT8B,polymorphic_pseudogene
2059327,2069089,66.53,NAT8L,protein_coding
74770529,74776367,54.12,NAT9,protein_coding
19350724,20121601,44.51,NAV2,protein_coding
15166914,15561334,38.12,NBAS,protein_coding
46979666,47009704,59.90,NBEAL2,protein_coding
89933331,90003228,37.15,NBN,protein_coding
16562319,16613562,43.99,NBPF1,protein_coding
146064711,146229000,41.59,NBPF10,protein_coding
148531385,148679742,41.33,NBPF14,protein_coding
149054027,149103561,43.51,NBPF9,protein_coding
43170481,43211689,44.16,NBR1,protein_coding
101686542,102124907,40.58,NCALD,protein_coding
6493356,6531955,46.34,NCAPD2,protein_coding
134150113,134225454,43.33,NCAPD3,protein_coding
17810979,17844865,35.36,NCAPG,protein_coding
158631169,158704804,41.80,NCAPG2,protein_coding
96335766,96377091,45.16,NCAPH,protein_coding
196935402,196942594,44.02,NCBP2,protein_coding
35557473,35567274,57.71,NCDN,protein_coding
36860995,36880544,53.23,NCF4,protein_coding
36860988,36878017,53.40,NCF4,protein_coding
136862208,136951606,39.32,NCK1,protein_coding
105744912,105894274,44.54,NCK2,protein_coding
182909115,183038858,35.82,NCKAP1,protein_coding
231453531,231483641,47.89,NCL,protein_coding
24491254,24770702,37.19,NCOA1,protein_coding
47501887,47656877,41.15,NCOA3,protein_coding
46005088,46030623,41.18,NCOA4,protein_coding
34689097,34825651,43.48,NCOA6,protein_coding
2571557,2616635,36.33,NDC80,protein_coding
15728421,15811507,48.54,NDE1,protein_coding
15643267,15734691,48.63,NDE1,protein_coding
8413131,8490411,44.62,NDEL1,protein_coding
43948776,43973395,42.21,NDP,protein_coding
150485818,150558211,52.04,NDST1,protein_coding
73801911,73811798,53.04,NDST2,protein_coding
118033618,118258634,36.26,NDST3,protein_coding
42085525,42090955,48.79,NDUFA6,protein_coding
42085525,42090955,48.79,NDUFA6,protein_coding
42085525,42090955,48.79,NDUFA6,protein_coding
42085526,42090894,48.63,NDUFA6,protein_coding
42085526,42090884,48.65,NDUFA6,protein_coding
60945177,61154531,36.30,NDUFAF2,protein_coding
94895767,95116455,42.88,NDUFAF6,protein_coding
161197104,161214723,49.67,NDUFS2,protein_coding
53560633,53683338,36.57,NDUFS4,protein_coding
39026318,39034636,46.54,NDUFS5,protein_coding
1383527,1395589,59.57,NDUFS7,protein_coding
65422774,65445540,44.06,NEAT1,lncRNA
151485336,151734487,38.81,NEB,protein_coding
33657087,33674463,59.54,NECAB3,protein_coding
8076939,8097881,41.12,NECAP1,protein_coding
16440721,16460078,49.37,NECAP2,protein_coding
96907224,96953780,35.02,NEDD1,protein_coding
55826922,55993660,38.49,NEDD4,protein_coding
29480218,29491390,52.84,NEFH,protein_coding
169392809,169612627,37.07,NEK1,protein_coding
131026850,131350465,38.71,NEK11,protein_coding
52708444,52770946,42.79,NEK4,protein_coding
124257606,124353307,54.99,NEK6,protein_coding
198156994,198322420,35.84,NEK7,protein_coding
75079353,75127344,42.10,NEK9,protein_coding
44508275,44921848,36.23,NELL2,protein_coding
212432920,212446379,47.62,NENF,protein_coding
5412557,5459056,37.00,NET1,protein_coding
47077703,47143945,38.67,NETO2,protein_coding
45888625,45891208,56.39,NEURL2,protein_coding
96497646,96508109,55.63,NEURL3,protein_coding
7318665,7332430,57.23,NEURL4,protein_coding
7315628,7329393,57.23,NEURL4,protein_coding
77888513,77943895,39.06,NEXN,protein_coding
79395856,79529325,56.87,NFATC1,protein_coding
28950807,28967097,49.47,NFATC2IP,protein_coding
24365672,24379603,56.84,NFATC4,protein_coding
24365673,24379604,56.84,NFATC4,protein_coding
54292111,54301015,51.75,NFE2,protein_coding
177227595,177392697,40.63,NFE2L2,protein_coding
60865259,61462788,40.05,NFIA,protein_coding
12995475,13098796,55.31,NFIX,protein_coding
102394110,102402524,61.37,NFKB2,protein_coding
35401513,35404749,56.53,NFKBIA,protein_coding
35887653,35902303,53.38,NFKBID,protein_coding
101827991,101861022,40.23,NFKBIZ,protein_coding
129863636,129895590,45.40,NFRKB,protein_coding
33290512,33371157,42.57,NFX1,protein_coding
47847233,47914667,35.55,NFXL1,protein_coding
41072974,41102403,40.69,NFYA,protein_coding
40691648,40771603,42.65,NFYC,protein_coding
23469689,23509862,42.99,NGDN,protein_coding
232878701,233013256,48.38,NGEF,protein_coding
90265659,90275778,46.83,NGRN,protein_coding
219069357,219160865,43.34,NHEJ1,protein_coding
18120440,18122677,52.28,NHLRC1,protein_coding
138422043,138692571,40.97,NHSL1,protein_coding
52004803,52069228,43.25,NID2,protein_coding
200889327,200903938,41.02,NIF3L1,protein_coding
50719763,50831162,41.16,NIN,protein_coding
93121496,93134251,59.63,NINJ1,protein_coding
564296,663589,48.05,NINJ2,protein_coding
25452697,25585531,49.07,NINL,protein_coding
69337996,69343106,47.96,NIP7,protein_coding
23455943,23493534,47.57,NIPA1,protein_coding
22773063,22829789,46.41,NIPA1,protein_coding
36876769,37066413,35.04,NIPBL,protein_coding
104747683,104760120,36.49,NIPSNAP3A,protein_coding
31179745,31239887,50.64,NKAIN1,protein_coding
119920672,119943751,41.81,NKAP,protein_coding
119588337,119606443,42.93,NKRF,protein_coding
173232109,173235311,61.82,NKX2-5,protein_coding
35128730,35142304,52.09,NLE1,protein_coding
28041737,28196381,37.30,NLK,protein_coding
56989485,57083531,49.44,NLRC5,protein_coding
53793741,53824394,49.36,NLRP12,protein_coding
55891699,55932336,43.40,NLRP13,protein_coding
54972989,55008845,48.88,NLRP2,protein_coding
54998440,55034296,48.88,NLRP2,protein_coding
54909282,54945138,48.88,NLRP2,protein_coding
54970903,55006759,48.88,NLRP2,protein_coding
54636119,54671975,48.88,NLRP2,protein_coding
54961245,55009257,49.09,NLRP2,protein_coding
54703078,54738934,48.88,NLRP2,protein_coding
54894315,54930171,48.88,NLRP2,protein_coding
54894717,54929555,48.76,NLRP2,protein_coding
54953130,55001142,49.09,NLRP2,protein_coding
55999726,56061810,45.53,NLRP5,protein_coding
54867507,54891503,49.79,NLRP7,protein_coding
54956665,54980661,49.79,NLRP7,protein_coding
54594345,54618340,49.80,NLRP7,protein_coding
54931214,54955210,49.79,NLRP7,protein_coding
54929128,54953124,49.79,NLRP7,protein_coding
54931624,54974427,49.67,NLRP7,protein_coding
54661303,54685299,49.79,NLRP7,protein_coding
54852540,54876536,49.79,NLRP7,protein_coding
54853492,54877496,49.79,NLRP7,protein_coding
54923509,54966312,49.67,NLRP7,protein_coding
119166568,119184016,53.41,NLRX1,protein_coding
51153559,51162428,46.38,NME1,protein_coding
51153590,51171744,48.86,NME1-NME2,protein_coding
48290722,48301685,47.25,NME6,protein_coding
9943428,9985501,46.13,NMNAT1,protein_coding
139560180,139678017,41.66,NMNAT3,protein_coding
75060573,75088217,40.50,NMRK1,protein_coding
3933103,3942416,57.79,NMRK2,protein_coding
55595229,55636698,38.09,NMU,protein_coding
231523187,231530445,55.78,NMUR1,protein_coding
43602692,43707405,37.88,NNT,protein_coding
56963350,56977606,45.02,NOA1,protein_coding
69741871,69754926,48.25,NOB1,protein_coding
132144457,132152473,63.76,NOC4L,protein_coding
132144457,132152473,63.76,NOC4L,protein_coding
30424527,30478784,46.77,NOD1,protein_coding
37681673,37693476,54.42,NOL12,protein_coding
92297358,92325636,38.87,NOL8,protein_coding
102152176,102163871,47.22,NOLC1,protein_coding
156949712,156973176,47.03,NOM1,protein_coding
16317633,16379962,45.52,NOMO3,protein_coding
16232506,16300806,45.83,NOMO3,protein_coding
71254814,71301522,45.49,NONO,protein_coding
2937933,2963406,50.02,NOP14,protein_coding
2934882,2961738,50.56,NOP14-AS1,lncRNA
2652593,2658393,52.90,NOP56,protein_coding
117208142,117452170,47.35,NOS1,protein_coding
162069691,162370475,42.44,NOS1AP,protein_coding
27756766,27800529,51.35,NOS2,protein_coding
150991017,151014588,57.59,NOS3,protein_coding
168831472,168865516,41.08,NOSTRIN,protein_coding
168786539,168865514,41.13,NOSTRIN,protein_coding
136494433,136546048,63.46,NOTCH1,protein_coding
68930525,69062762,42.71,NOX5,protein_coding
32934396,33820863,38.30,NPAS3,protein_coding
44512535,44541330,51.49,NPC1L1,protein_coding
74476192,74494177,43.65,NPC2,protein_coding
58689131,58719238,56.79,NPEPL1,protein_coding
47522942,47624665,41.30,NPEPPS,protein_coding
53506688,53507484,56.21,NPFF,protein_coding
72031902,72148305,36.76,NPFFR2,protein_coding
110122311,110205066,39.53,NPHP1,protein_coding
132680609,132722432,36.77,NPHP3,protein_coding
5862811,5992473,49.94,NPHP4,protein_coding
105894775,106004027,38.07,NPNT,protein_coding
11845709,11848345,54.04,NPPA,protein_coding
32689070,32791724,40.83,NPR3,protein_coding
50347330,50350826,56.13,NPRL2,protein_coding
73560014,73634134,41.20,NPTN,protein_coding
163343892,163351934,38.41,NPY5R,protein_coding
137801193,137810751,39.42,NPY6R,transcribed_processed_pseudogene
2987987,3019755,46.72,NQO2,protein_coding
23945286,23980617,40.67,NR1D2,protein_coding
47248300,47269033,50.86,NR1H3,protein_coding
161229666,161238244,48.75,NR1I3,protein_coding
14947584,15053600,42.09,NR2C2,protein_coding
96325938,96340263,48.74,NR2F2,protein_coding
143277931,143435512,37.82,NR3C1,protein_coding
156324437,156342348,45.15,NR4A2,protein_coding
99821855,99866891,42.99,NR4A3,protein_coding
137299631,137302271,59.22,NRARP,protein_coding
114704469,114716771,38.66,NRAS,protein_coding
63133247,63155031,42.23,NRBF2,protein_coding
143833583,143840973,61.09,NRBP2,protein_coding
111662621,111997464,38.48,NREP,protein_coding
129611720,129757082,41.14,NRF1,protein_coding
124739942,124747210,53.05,NRGN,protein_coding
2825348,2835544,51.39,NRIP2,protein_coding
33177492,33336262,41.34,NRP1,protein_coding
346782,359660,51.94,NRSN2,protein_coding
64606174,64723197,54.53,NRXN2,protein_coding
177133025,177300213,42.34,NSD1,protein_coding
58583508,58659853,38.41,NSMAF,protein_coding
27224994,27268772,47.27,NSMCE1,protein_coding
30115521,30186475,38.57,NSRP1,protein_coding
6599239,6633291,43.29,NSUN2,protein_coding
40749925,40811184,39.47,NSUN7,protein_coding
75130225,75131757,65.43,NT5C,protein_coding
103087185,103277605,42.40,NT5C2,protein_coding
116100851,116249497,36.29,NT5DC1,protein_coding
103770453,103841234,43.11,NT5DC3,protein_coding
17303335,17347663,49.17,NT5M,protein_coding
129608884,129636135,55.42,NTMT1,protein_coding
95657807,95791189,40.10,NTN4,protein_coding
232950605,232983882,42.72,NTPCR,protein_coding
87859751,88256768,45.30,NTRK3,protein_coding
106063345,106138954,45.55,NUAK1,protein_coding
205302063,205321745,51.29,NUAK2,protein_coding
10743786,10769351,50.62,NUBP1,protein_coding
48900312,48923372,52.75,NUCB1,protein_coding
26900238,26946871,48.43,NUDC,protein_coding
109240919,109334121,36.54,NUDCD1,protein_coding
163446526,163460102,37.57,NUDCD2,protein_coding
2242226,2251146,56.76,NUDT1,protein_coding
48037726,48047221,41.13,NUDT15,protein_coding
131381671,131388830,48.83,NUDT16,protein_coding
22106874,22109419,63.12,NUDT18,protein_coding
34329506,34343711,46.38,NUDT2,protein_coding
64225941,64230686,59.06,NUDT22,protein_coding
34279679,34392669,42.12,NUDT3,protein_coding
93377883,93408146,41.97,NUDT4,protein_coding
122888697,122922968,37.44,NUDT6,protein_coding
67627938,67629937,65.15,NUDT8,protein_coding
163266576,163355764,36.44,NUF2,protein_coding
44939249,44989471,38.71,NUFIP1,protein_coding
72002864,72080693,46.62,NUMA1,protein_coding
40665905,40690972,52.55,NUMBL,protein_coding
229440259,229508341,40.26,NUP133,protein_coding
17615035,17706925,40.21,NUP153,protein_coding
37288137,37371106,41.74,NUP155,protein_coding
47778087,47848555,41.86,NUP160,protein_coding
135557917,135648757,38.99,NUP205,protein_coding
131125586,131234663,42.09,NUP214,protein_coding
183117513,183161680,38.01,NUP35,protein_coding
102073103,102120120,36.52,NUP37,protein_coding
45163925,45188017,43.51,NUP50,protein_coding
76114659,76148444,36.75,NUP54,protein_coding
49906825,49929763,54.29,NUP62,protein_coding
5360963,5419676,42.59,NUP88,protein_coding
3671083,3797792,41.69,NUP98,protein_coding
28532708,28539008,50.50,NUPR1,protein_coding
117675469,117710727,37.38,NUS1,protein_coding
41320794,41381050,44.91,NUSAP1,protein_coding
67846923,67872567,51.07,NUTF2,protein_coding
978299,979770,72.49,NXN,protein_coding
978299,979770,72.49,NXN,protein_coding
799310,979776,50.99,NXN,protein_coding
8433609,8752961,37.49,NXPH1,protein_coding
120211032,120230334,55.52,OAF,protein_coding
112905856,112933219,43.14,OAS1,protein_coding
112978395,113011723,43.81,OAS2,protein_coding
112938051,112976460,46.81,OAS3,protein_coding
121017763,121039242,48.40,OASL,protein_coding
2269509,2273490,64.06,OAZ1,protein_coding
64687573,64703281,47.83,OAZ2,protein_coding
219550728,219571859,58.29,OBSL1,protein_coding
17226213,17229219,58.66,OCEL1,protein_coding
129539849,129592561,39.83,OCRL,protein_coding
10439968,10448327,45.53,ODC1,protein_coding
128455186,128501292,49.10,ODF2,protein_coding
13734743,13777955,39.29,OFD1,protein_coding
56451521,56479104,40.36,OGFOD1,protein_coding
9749944,9788219,49.74,OGG1,protein_coding
92383268,92404696,36.68,OGN,protein_coding
71533104,71575892,40.58,OGT,protein_coding
41309273,41332591,45.43,OIP5,protein_coding
135075422,135121180,55.24,OLFM1,protein_coding
113979391,114035572,45.30,OLFML3,protein_coding
57435374,57491298,44.28,ONECUT2,protein_coding
193593144,193697811,36.98,OPA1,protein_coding
67949349,68433913,39.48,OPHN1,protein_coding
144051266,144063965,65.95,OPLAH,protein_coding
241590102,241677376,39.62,OPN3,protein_coding
64097802,64100643,60.52,OPRL1,protein_coding
64080082,64100643,60.24,OPRL1,protein_coding
203494153,203508949,51.15,OPTC,protein_coding
13099449,13138308,42.40,OPTN,protein_coding
55221025,55221975,44.27,OR10A7,protein_coding
122510802,122511743,49.79,OR1J2,protein_coding
27911185,27912396,41.25,OR2B2,protein_coding
27957241,27958182,43.95,OR2B6,protein_coding
248095184,248101103,38.97,OR2L13,protein_coding
247895587,247896531,56.93,OR2W3,protein_coding
58148384,58159585,42.97,OR4D1,protein_coding
19875142,19883932,33.76,OR4K2,protein_coding
5808924,5821483,35.48,OR52N2,protein_coding
121626550,121642677,53.67,ORAI1,protein_coding
102433106,102456825,54.68,ORAI2,protein_coding
30949068,30956461,54.21,ORAI3,protein_coding
52372829,52404423,44.74,ORC1,protein_coding
200908977,200963680,39.06,ORC2,protein_coding
104126341,104208047,36.03,ORC5,protein_coding
189770267,189784364,37.52,ORMDL1,protein_coding
59574398,59615774,42.65,OSBP,protein_coding
30693782,30907824,48.17,OSBP2,protein_coding
31657912,32077580,42.46,OSBPL10,protein_coding
125528858,125595497,39.36,OSBPL11,protein_coding
178194481,178402893,39.34,OSBPL6,protein_coding
47807372,47821834,57.86,OSBPL7,protein_coding
76351797,76559809,36.48,OSBPL8,protein_coding
36415827,36450451,45.44,OSCP1,protein_coding
20446401,20455089,45.08,OSGEP,protein_coding
83931311,83966332,55.70,OSGIN1,protein_coding
89901849,89927888,38.21,OSGIN2,protein_coding
98944403,98952104,51.03,OSR2,protein_coding
94026329,94049624,52.68,OTUB2,protein_coding
94026340,94048930,52.76,OTUB2,protein_coding
23439075,23442377,53.28,OTUD1,protein_coding
19882395,19912945,41.39,OTUD3,protein_coding
145110838,145180589,37.60,OTUD4,protein_coding
48922024,48958386,49.92,OTUD5,protein_coding
149937812,150010726,42.48,OTUD7B,protein_coding
111414319,111427735,45.67,OVGP1,protein_coding
65787063,65797214,60.15,OVOL1,protein_coding
17956979,18059188,46.79,OVOL2,protein_coding
16265160,16350299,42.08,OXNAD1,protein_coding
38165089,38255484,38.68,OXSR1,protein_coding
